,Labels,Tweets,HS_Label
4369,1,"Democrats, who want Open Borders and care little about Crime, are incompetent, but they have the Fake News Media almost totally on their side!",1
4373,1,"The only things the Democrats do well is ‘Resist,’ which is their campaign slogan, and ‘Obstruct.’ Cryin’ Chuck Schumer has almost 400 great American people that are waiting ‘forever’ to serve our Country! A total disgrace. Mitch M should not let them go home until all approved!",0
4376,1,"There is No Collusion! The Robert Mueller Rigged Witch Hunt, headed now by 17 (increased from 13, including an Obama White House lawyer) Angry Democrats, was started by a fraudulent Dossier, paid for by Crooked Hillary and the DNC. Therefore, the Witch Hunt is an illegal Scam!",0
4377,1,"....Also, why is Mueller only appointing Angry Dems, some of whom have worked for Crooked Hillary, others, including himself, have worked for Obama....And why isn’t Mueller looking at all of the criminal activity & real Russian Collusion on the Democrats side-Podesta, Dossier?",0
4379,1,"Please understand, there are consequences when people cross our Border illegally, whether they have children or not - and many are just using children for their own sinister purposes. Congress must act on fixing the DUMBEST & WORST immigration laws anywhere in the world! Vote ‘R’",1
4381,1,...and the Amazon Washington Post do nothing but write bad stories even on very positive achievements - and they will never change!,0
4389,1,"...dying newspaper industry. No matter how much they try to distract and cover it up, our country is making great progress under my leadership and I will never stop fighting for the American people! As an example, the failing New York Times...",0
4392,1,Do you think the Fake News Media will ever report on this tweet from Michael? https://t.co/kXLCKZO5Fr,0
4393,1,"Had a very good and interesting meeting at the White House with A.G. Sulzberger, Publisher of the New York Times. Spent much time talking about the vast amounts of Fake News being put out by the media & how that Fake News has morphed into phrase, ‘Enemy of the People.’ Sad!",0
4395,1,"When the media - driven insane by their Trump Derangement Syndrome - reveals internal deliberations of our government, it truly puts the lives of many, not just journalists, at risk! Very unpatriotic! Freedom of the press also comes with a responsibility to report the news...",0
4397,1,"...accurately. 90% of media coverage of my Administration is negative, despite the tremendously positive results we are achieving, it’s no surprise that confidence in the media is at an all time low! I will not allow our great country to be sold out by anti-Trump haters in the...",0
4400,1,"The globalist Koch Brothers, who have become a total joke in real Republican circles, are against Strong Borders and Powerful Trade. I never sought their support because I don’t need their money or bad ideas. They love my Tax & Regulation Cuts, Judicial picks & more. I made.....",0
4404,1,"....them richer. Their network is highly overrated, I have beaten them at every turn. They want to protect their companies outside the U.S. from being taxed, I’m for America First & the American Worker - a puppet for no one. Two nice guys with bad ideas. Make America Great Again!",0
4407,1,"I don’t care what the political ramifications are, our immigration laws and border security have been a complete and total disaster for decades, and there is no way that the Democrats will allow it to be fixed without a Government Shutdown...",1
4408,1,"Collusion is not a crime, but that doesn’t matter because there was No Collusion (except by Crooked Hillary and the Democrats)!",1
4409,1,"The Fake News Media is going CRAZY! They are totally unhinged and in many ways, after witnessing first hand the damage they do to so many innocent and decent people, I enjoy watching. In 7 years, when I am no longer in office, their ratings will dry up and they will be gone!",1
4413,1,"..This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further. Bob Mueller is totally conflicted, and his 17 Angry Democrats that are doing his dirty work are a disgrace to USA!",0
4416,1,"Russian Collusion with the Trump Campaign, one of the most successful in history, is a TOTAL HOAX. The Democrats paid for the phony and discredited Dossier which was, along with Comey, McCabe, Strzok and his lover, the lovely Lisa Page, used to begin the Witch Hunt. Disgraceful!",0
4418,1,"Paul Manafort worked for Ronald Reagan, Bob Dole and many other highly prominent and respected political leaders. He worked for me for a very short time. Why didn’t government tell me that he was under investigation. These old charges have nothing to do with Collusion - a Hoax!",0
4422,1,"Charles Koch of Koch Brothers, who claims to be giving away millions of dollars to politicians even though I know very few who have seen this (?), now makes the ridiculous statement that what President Trump is doing is unfair to ‘foreign workers.’ He is correct, AMERICA FIRST!",0
4424,1,"Wow, @foxandfriends is blowing away the competition in the morning ratings. Morning Joe is a dead show with very few people watching and sadly, Fake News CNN is also doing poorly. Too much hate and inaccurately reported stories - too predictable!",0
4428,1,"They asked my daughter Ivanka whether or not the media is the enemy of the people. She correctly said no. It is the FAKE NEWS, which is a large percentage of the media, that is the enemy of the people!",0
4430,1,"Lebron James was just interviewed by the dumbest man on television, Don Lemon. He made Lebron look smart, which isn’t easy to do. I like Mike!",0
4431,1,"Troy Balderson, running for Congress from Ohio, is in a big Election fight with a candidate who just got caught lying about his relationship with Nancy Pelosi, who is weak on Crime, Borders & your 2nd Amendment-and wants to raise your Taxes (by a lot). Vote for Troy on Tuesday!",0
4434,1,"...Danny O’Connor is a total puppet for Nancy Pelosi and Maxine Waters â€“ Danny wants to raise your taxes, open your borders, and take away your 2nd Amendment. Vote for Troy on Tuesday!",1
4436,1,"...Why aren’t Mueller and the 17 Angry Democrats looking at the meetings concerning the Fake Dossier and all of the lying that went on in the FBI and DOJ? This is the most one sided Witch Hunt in the history of our country. Fortunately, the facts are all coming out, and fast!",0
